/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_30_247.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_30_247.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_30_247.jpg,0,0,0,11.8117
/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_30_347.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_30_347.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_30_347.jpg,0,0,0,11.71612
/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_30_414.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_30_414.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_30_414.jpg,0,0,0,11.62054
/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_30_501.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_30_501.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_30_501.jpg,0,0,0,11.31999
/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_30_564.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_30_564.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_30_564.jpg,0,0,0,11.23157
/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_30_663.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_30_663.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_30_663.jpg,0,0,0,11.29797
/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_30_756.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_30_756.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_30_756.jpg,0,0,0,11.18519
/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_30_855.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_30_855.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_30_855.jpg,0,0,0,11.08113
/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_30_957.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_30_957.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_30_957.jpg,0,0,0,10.96991
/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_31_055.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_31_055.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_31_055.jpg,0,0,0,10.85957
/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_31_161.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_31_161.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_31_161.jpg,0,0,0,10.72895
/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_31_241.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_31_241.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_31_241.jpg,0,0,0,10.64271
/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/center_2017_10_20_16_52_31_322.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/left_2017_10_20_16_52_31_322.jpg,/home/rani/SDCND/CarND-Behavioral-Cloning-P3/middle_driving_lap2/IMG/right_2017_10_20_16_52_31_322.jpg,0,0,0,10.55717
